name,County,SUB_COUNTY,Ward,long,lat,county
KOKOTH,Homa Bay,Karachuonyo,North Karachuonyo,34.53627,-0.35254,Homa Bay
KOLIECH,Homa Bay,Karachuonyo,North Karachuonyo,34.52104,-0.36,Homa Bay
KONYACH,Homa Bay,Karachuonyo,Wang'chieng,34.76011,-0.35512,Homa Bay
KOTIENO GUMBA,Homa Bay,Karachuonyo,Kendu Bay Town,34.66726,-0.36198,Homa Bay
KOTONJE,Homa Bay,Karachuonyo,Kibiri,34.54187,-0.40659,Homa Bay
KUNYA,Homa Bay,Karachuonyo,Kanyaluo,34.62397,-0.41787,Homa Bay
LIERA,Homa Bay,Karachuonyo,Kendu Bay Town,34.6629,-0.41405,Homa Bay
LIETA,Homa Bay,Karachuonyo,Central,34.470535,-0.57333,Homa Bay
LOO RATENG,Homa Bay,Karachuonyo,West Karachuonyo,34.49117,-0.43872,Homa Bay
LWANDA,Homa Bay,Karachuonyo,West Karachuonyo,34.097965,-0.755939,Homa Bay
MAGUTI,Homa Bay,Karachuonyo,Kendu Bay Town,34.459221,-0.580033,Homa Bay
MAKAKA,Homa Bay,Karachuonyo,Kendu Bay Town,34.67769,-0.37009,Homa Bay
MANGO,Homa Bay,Karachuonyo,Central,34.58844,-0.40641,Homa Bay
MARIWA,Homa Bay,Karachuonyo,Wang'chieng,34.33929,-0.78072,Homa Bay
MASOGO,Homa Bay,Karachuonyo,West Karachuonyo,34.82648,-0.4241,Homa Bay
MAWEGO MIXED,Homa Bay,Karachuonyo,Wang'chieng,34.77301,-0.38849,Homa Bay
MIGENI,Homa Bay,Karachuonyo,West Karachuonyo,34.488,-0.40752,Homa Bay
MIGINGO,Homa Bay,Karachuonyo,Central,34.62181,-0.39813,Homa Bay
MIGUNDE,Homa Bay,Karachuonyo,North Karachuonyo,34.5188,-0.34753,Homa Bay
MIREMBE,Homa Bay,Karachuonyo,Wang'chieng,34.71205,-0.36265,Homa Bay
MIRENGO,Homa Bay,Karachuonyo,North Karachuonyo,34.53172,-0.39886,Homa Bay
MIYUGA,Homa Bay,Karachuonyo,Wang'chieng,34.75984,-0.38768,Homa Bay
NDHOLE,Homa Bay,Karachuonyo,North Karachuonyo,34.54178,-0.39032,Homa Bay
NDWARA,Homa Bay,Karachuonyo,North Karachuonyo,34.52682,-0.40374,Homa Bay
NGETA,Homa Bay,Karachuonyo,Central,34.57933,-0.36217,Homa Bay
NGOLO,Homa Bay,Karachuonyo,North Karachuonyo,34.55601,-0.38397,Homa Bay
NGOU,Homa Bay,Karachuonyo,West Karachuonyo,34.49907,-0.42015,Homa Bay
NGURA,Homa Bay,Karachuonyo,West Karachuonyo,34.56797,-0.42747,Homa Bay
NYABIAGE,Homa Bay,Karachuonyo,Kibiri,34.57988,-0.45301,Homa Bay
NYABURI,Homa Bay,Karachuonyo,Kendu Bay Town,34.664802,-0.398628,Homa Bay
NYAKANGO,Homa Bay,Karachuonyo,Kanyaluo,34.64201,-0.44416,Homa Bay
NYAKECH,Homa Bay,Karachuonyo,Central,34.64036,-0.40506,Homa Bay
NYAMWALA,Homa Bay,Karachuonyo,Kibiri,34.5583,-0.39803,Homa Bay
NYANDUSI,Homa Bay,Karachuonyo,Wang'chieng,34.72198,-0.37701,Homa Bay
NYANGAJO,Homa Bay,Karachuonyo,North Karachuonyo,34.63974,-0.38989,Homa Bay
NYANGAO,Homa Bay,Karachuonyo,Kibiri,34.56538,-0.39916,Homa Bay
NYAOLA,Homa Bay,Karachuonyo,Kibiri,34.56115,-0.42874,Homa Bay
NYASANJA,Homa Bay,Karachuonyo,West Karachuonyo,34.48474,-0.36809,Homa Bay
NYATIR,Homa Bay,Karachuonyo,West Karachuonyo,34.5189,-0.40829,Homa Bay
NYAWI OMUGA,Homa Bay,Karachuonyo,Kibiri,34.54559,-0.39714,Homa Bay
NYAWINO,Homa Bay,Karachuonyo,Kanyaluo,34.62142,-0.45008,Homa Bay
OBANGLA,Homa Bay,Karachuonyo,Wang'chieng,34.7108,-0.39254,Homa Bay
OBILO,Homa Bay,Karachuonyo,Kanyaluo,34.60384,-0.43525,Homa Bay
OGANGO,Homa Bay,Karachuonyo,Kendu Bay Town,34.653703,-0.377349,Homa Bay
OINDO,Homa Bay,Karachuonyo,North Karachuonyo,34.54797,-0.34424,Homa Bay
OLUTI,Homa Bay,Karachuonyo,Wang'chieng,34.78651,-0.38324,Homa Bay
OMBOGA,Homa Bay,Karachuonyo,Kanyaluo,34.621691,-0.433897,Homa Bay
OMBUJO,Homa Bay,Karachuonyo,Kibiri,34.54037,-0.44377,Homa Bay
OMINDI,Homa Bay,Karachuonyo,Kibiri,34.57409,-0.39829,Homa Bay
OMOLO AGAR,Homa Bay,Karachuonyo,Kibiri,34.57215,-0.4277,Homa Bay
OMUGA,Homa Bay,Karachuonyo,Central,34.91288,-0.42294,Homa Bay
ONENO NAM,Homa Bay,Karachuonyo,Kendu Bay Town,34.679084,-0.391841,Homa Bay
ONGALO,Homa Bay,Karachuonyo,Central,34.61522,-0.36052,Homa Bay
ONGANG,Homa Bay,Karachuonyo,Kanyaluo,34.66266,-0.43933,Homa Bay
ONYANDO,Homa Bay,Karachuonyo,North Karachuonyo,34.532501,-0.342687,Homa Bay
ORIANG MANYWANDA,Homa Bay,Karachuonyo,Central,34.67396,-0.40101,Homa Bay
ORIRE,Homa Bay,Karachuonyo,Kanyaluo,34.62672,-0.414,Homa Bay
ORIWO,Homa Bay,Karachuonyo,Kibiri,34.57874,-0.42434,Homa Bay
OSAKWE,Homa Bay,Karachuonyo,Kibiri,34.5437,-0.4223,Homa Bay
OSIKA,Homa Bay,Karachuonyo,Central,34.60982,-0.35888,Homa Bay
OSODO,Homa Bay,Karachuonyo,Wang'chieng,34.348217,-0.743362,Homa Bay
OTARO,Homa Bay,Karachuonyo,West Karachuonyo,34.506135,-0.560269,Homa Bay
OTOK,Homa Bay,Karachuonyo,Central,34.6193,-0.38827,Homa Bay
OYOMBE,Homa Bay,Karachuonyo,Kanyaluo,34.6493,-0.45936,Homa Bay
PIER GOT,Homa Bay,Karachuonyo,Central,34.62962,-0.3888,Homa Bay
RABUOR,Homa Bay,Karachuonyo,Kibiri,34.5783,-0.40976,Homa Bay
RABUOR KOGUTO,Homa Bay,Karachuonyo,West Karachuonyo,34.48232,-0.42166,Homa Bay
RABWARE,Homa Bay,Karachuonyo,Kanyaluo,34.60785,-0.45812,Homa Bay
RAKWARO,Homa Bay,Karachuonyo,Wang'chieng,34.74858,-0.35804,Homa Bay
RAONGO,Homa Bay,Karachuonyo,Kanyaluo,34.60311,-0.44281,Homa Bay
RARUA,Homa Bay,Karachuonyo,Kibiri,34.55469,-0.40983,Homa Bay
RONGO NYAGOWA,Homa Bay,Karachuonyo,Central,34.59194,-0.34709,Homa Bay
SAMANGA,Homa Bay,Karachuonyo,Kibiri,34.56115,-0.45065,Homa Bay
SAMBA,Homa Bay,Karachuonyo,Wang'chieng,34.73784,-0.39398,Homa Bay
SANDA,Homa Bay,Karachuonyo,North Karachuonyo,34.56584,-0.3356,Homa Bay
SANGLA,Homa Bay,Karachuonyo,West Karachuonyo,34.47722,-0.38382,Homa Bay
SEKA,Homa Bay,Karachuonyo,Wang'chieng,34.68375,-0.35491,Homa Bay
SEME KAIMA,Homa Bay,Karachuonyo,Kanyaluo,34.58539,-0.45058,Homa Bay
SIALA,Homa Bay,Karachuonyo,North Karachuonyo,34.55754,-0.36042,Homa Bay
SIBURI,Homa Bay,Karachuonyo,Kibiri,34.26991,-0.81979,Homa Bay
SIMBI,Homa Bay,Karachuonyo,Central,34.62441,-0.35545,Homa Bay
SOMBRO,Homa Bay,Karachuonyo,North Karachuonyo,34.54525,-0.37434,Homa Bay
ST DOUGLAS WETA,Homa Bay,Karachuonyo,Wang'chieng,34.75292,-0.35542,Homa Bay
WAGWE,Homa Bay,Karachuonyo,North Karachuonyo,34.56788,-0.34911,Homa Bay
WANG ADONJI,Homa Bay,Karachuonyo,Kendu Bay Town,34.663875,-0.377357,Homa Bay
WANG GOT,Homa Bay,Karachuonyo,North Karachuonyo,34.51302,-0.3916,Homa Bay
WARAO,Homa Bay,Karachuonyo,Central,34.59198,-0.39294,Homa Bay
WIKONDIEK,Homa Bay,Karachuonyo,North Karachuonyo,34.62221,-0.47071,Homa Bay
WIMAGAK,Homa Bay,Karachuonyo,Kanyaluo,34.63995,-0.45936,Homa Bay
YALA,Homa Bay,Karachuonyo,Central,34.67133,-0.48833,Homa Bay
YAWO KOMOLO,Homa Bay,Karachuonyo,Kanyaluo,34.62645,-0.42603,Homa Bay
OKIKI AMAYO,Homa Bay,Karachuonyo,West Karachuonyo,34.50978,-0.40212,Homa Bay
KAMWALA BLESSED,Homa Bay,Karachuonyo,Wang'chieng,34.52605,-0.34173,Homa Bay
SARAH BEST ACD.,Homa Bay,Karachuonyo,Wang'chieng,34.74678,-0.35399,Homa Bay
LASCO ACADEMY,Homa Bay,Karachuonyo,Wang'chieng,34.78553,-0.34564,Homa Bay
JOY,Homa Bay,Karachuonyo,Wang'chieng,34.45624,-0.65739,Homa Bay
LIGHTHOUSE ACADEMY,Homa Bay,Karachuonyo,Kanyaluo,34.66838,-0.43693,Homa Bay
BALA MERCY,Homa Bay,Karachuonyo,Kibiri,34.52885,-0.44639,Homa Bay
RUBY KIOFT ADVENTIST,Homa Bay,Karachuonyo,Kendu Bay Town,34.66508,-0.39825,Homa Bay
GENDIA ADVENTIST,Homa Bay,Karachuonyo,Kendu Bay Town,34.65028,-0.37701,Homa Bay
GENDIA PRIMARY,Homa Bay,Karachuonyo,Kendu Bay Town,34.65057,-0.3971,Homa Bay
ST THOMAS EVERGREEN,Homa Bay,Karachuonyo,North Karachuonyo,34.577145,-0.436022,Homa Bay
ST NORAS MALELE JUNIOR,Homa Bay,Karachuonyo,North Karachuonyo,34.537322,-0.356473,Homa Bay
AJIGO,Homa Bay,Karachuonyo,North Karachuonyo,34.56518,-0.35384,Homa Bay
KALUGA ACADEMY,Homa Bay,Karachuonyo,North Karachuonyo,34.57114,-0.37967,Homa Bay
OFWENY CHILDHOOD CENTRE,Homa Bay,Karachuonyo,West Karachuonyo,34.51264,-0.4264,Homa Bay
PALA KOJWANG,Homa Bay,Karachuonyo,North Karachuonyo,34.544881,-0.357225,Homa Bay
SOKO KOGIRA,Homa Bay,Karachuonyo,Kanyaluo,34.613256,-0.419567,Homa Bay
ABUOYE,Homa Bay,Kabondo Kasipul,Kabondo East,34.9051,-0.39636,Homa Bay
ADEGA,Homa Bay,Kabondo Kasipul,Kabondo West,34.89822,-0.46454,Homa Bay
AGAWO,Homa Bay,Kasipul,East Kamagak,34.78539,-0.46545,Homa Bay
AGORO SARE,Homa Bay,Kasipul,West Kamagak,34.73476,-0.49735,Homa Bay
ALARO,Homa Bay,Kabondo Kasipul,Kabondo East,34.93991,-0.41797,Homa Bay
ALERO NANGA,Homa Bay,Kasipul,West Kasipul,34.69641,-0.5637,Homa Bay
ANDINGO,Homa Bay,Kabondo Kasipul,Kokwanyo/ Kakelo,34.80199,-0.43157,Homa Bay
ANGENO PRIMARY,Homa Bay,Kabondo Kasipul,Kokwanyo/ Kakelo,34.81972,-0.43662,Homa Bay
ANJECH,Homa Bay,Kabondo Kasipul,Kabondo East,34.8917,-0.42737,Homa Bay
ANYONA,Homa Bay,Kabondo Kasipul,Kabondo East,34.96927,-0.4271,Homa Bay
AOLO,Homa Bay,Kasipul,Central Kasipul,34.71016,-0.43698,Homa Bay
APONDO,Homa Bay,Kabondo Kasipul,Kojwach,34.80584,-0.51186,Homa Bay
ARAMO,Homa Bay,Kasipul,Central Kasipul,34.7148,-0.45549,Homa Bay
ATELA,Homa Bay,Kabondo Kasipul,Kabondo East,35.00606,-0.41205,Homa Bay
ATEMO,Homa Bay,Kabondo Kasipul,Kojwach,34.83279,-0.49945,Homa Bay
ATONO,Homa Bay,Kasipul,West Kasipul,34.65271,-0.56173,Homa Bay
AWUOR DIMO,Homa Bay,Kabondo Kasipul,Kabondo West,34.83957,-0.43476,Homa Bay
AWUORO,Homa Bay,Kasipul,South Kasipul,34.74714,-0.53536,Homa Bay
BRAINS,Homa Bay,Kasipul,West Kamagak,34.71745,-0.48731,Homa Bay
BROOKSTAR ACADEMY,Homa Bay,Kasipul,West Kamagak,34.72847,-0.50616,Homa Bay
BUOYE,Homa Bay,Kasipul,South Kasipul,34.7594,-0.52588,Homa Bay
CHABERA ACADEMY,Homa Bay,Kabondo Kasipul,Kabondo East,35.00596,-0.41638,Homa Bay
CHAGERE,Homa Bay,Kabondo Kasipul,Kabondo West,34.85646,-0.42133,Homa Bay
DUDI,Homa Bay,Kabondo Kasipul,Kokwanyo/ Kakelo,34.80405,-0.4957,Homa Bay
DUDU,Homa Bay,Kabondo Kasipul,Kojwach,34.80405,-0.4957,Homa Bay
ELIMU JNR ACA,Homa Bay,Kasipul,West Kamagak,34.72721,-0.51107,Homa Bay
GANGRE,Homa Bay,Kabondo Kasipul,Kokwanyo/ Kakelo,34.79595,-0.48639,Homa Bay
GIDEONS MEMORIAL ACADEMY,Homa Bay,Kasipul,South Kasipul,34.73203,-0.51385,Homa Bay
GOD AGULU,Homa Bay,Kasipul,West Kasipul,34.67582,-0.54117,Homa Bay
GOD BER,Homa Bay,Kabondo Kasipul,Kokwanyo/ Kakelo,34.79435,-0.52002,Homa Bay
GOD KWACH,Homa Bay,Kasipul,West Kasipul,34.64494,-0.51041,Homa Bay
GOD NYANGO,Homa Bay,Kasipul,Central Kasipul,34.735328,-0.431591,Homa Bay
GOT,Homa Bay,Kabondo Kasipul,Kokwanyo/ Kakelo,34.68278,-0.55069,Homa Bay
GOT KAGUMBO,Homa Bay,Kasipul,Central Kasipul,34.70966,-0.54168,Homa Bay
GUNDO CONSOLATA ACADEMY,Homa Bay,Kasipul,West Kasipul,34.7258,-0.51649,Homa Bay
GWENO KIPODI,Homa Bay,Kabondo Kasipul,Kabondo West,34.86098,-0.41329,Homa Bay
HARAMBEE,Homa Bay,Kabondo Kasipul,Kojwach,34.87561,-0.4786,Homa Bay
JUPITER OYUGIS,Homa Bay,Kasipul,South Kasipul,34.73566,-0.50953,Homa Bay
JWELU,Homa Bay,Kabondo Kasipul,Kabondo West,34.87288,-0.40163,Homa Bay
KABONGO,Homa Bay,Kabondo Kasipul,Kabondo West,34.83458,-0.39298,Homa Bay
KACHIENG,Homa Bay,Kasipul,East Kamagak,34.7796,-0.48113,Homa Bay
KADIE,Homa Bay,Kabondo Kasipul,Kabondo East,34.91288,-0.45221,Homa Bay
KADIJU,Homa Bay,Kabondo Kasipul,Kabondo West,34.86029,-0.40689,Homa Bay
KADITONGE,Homa Bay,Kasipul,Central Kasipul,34.69175,-0.4639,Homa Bay
KADONGO JUNIOR,Homa Bay,Kabondo Kasipul,Kabondo West,34.88782,-0.44381,Homa Bay
KAKELO,Homa Bay,Kabondo Kasipul,Kokwanyo/ Kakelo,34.82467,-0.46215,Homa Bay
KAKO JUNIOR ACADEMY,Homa Bay,Kasipul,South Kasipul,34.7402,-0.50778,Homa Bay
KALANDING,Homa Bay,Kasipul,West Kasipul,34.64833,-0.48267,Homa Bay
KALANDO,Homa Bay,Kasipul,East Kamagak,34.780035,-0.462691,Homa Bay
KALUOCH,Homa Bay,Kasipul,Central Kasipul,34.66914,-0.45814,Homa Bay
KAMUGA,Homa Bay,Kasipul,South Kasipul,34.71171,-0.52558,Homa Bay
KANDEGWA,Homa Bay,Kabondo Kasipul,Kabondo West,34.85204,-0.40268,Homa Bay
KANGA OMUGA,Homa Bay,Kasipul,West Kasipul,34.70008,-0.5576,Homa Bay
KANGO,Homa Bay,Kabondo Kasipul,Kabondo East,34.95377,-0.41767,Homa Bay
KANYANGWARA,Homa Bay,Kabondo Kasipul,Kabondo West,34.91675,-0.46658,Homa Bay
KARABOK,Homa Bay,Kasipul,Central Kasipul,34.69401,-0.48645,Homa Bay
KAROGO VICTORY ACADEMY,Homa Bay,Kasipul,West Kasipul,34.68642,-0.59902,Homa Bay
KAROKO,Homa Bay,Kabondo Kasipul,Kabondo West,34.88001,-0.46805,Homa Bay
KASIMBA,Homa Bay,Kasipul,South Kasipul,34.72345,-0.52701,Homa Bay
KAUMA,Homa Bay,Kabondo Kasipul,Kabondo West,34.82101,-0.40036,Homa Bay
KILUSI,Homa Bay,Kabondo Kasipul,Kabondo West,34.85702,-0.44216,Homa Bay
KITARE,Homa Bay,Kabondo Kasipul,Kabondo West,34.907015,-0.476645,Homa Bay
KOGALO,Homa Bay,Kabondo Kasipul,Kabondo West,34.90514,-0.44421,Homa Bay
KOGOLA,Homa Bay,Kabondo Kasipul,Kabondo West,34.82964,-0.40695,Homa Bay
KOGWANG',Homa Bay,Kasipul,South Kasipul,34.524105,-0.640952,Homa Bay
KOJWACH,Homa Bay,Kabondo Kasipul,Kojwach,34.85114,-0.45713,Homa Bay
KOKWANYO,Homa Bay,Kabondo Kasipul,Kokwanyo/ Kakelo,34.77207,-0.40286,Homa Bay
KOLAL,Homa Bay,Kabondo Kasipul,Kabondo West,34.83383,-0.42381,Homa Bay
KOLWA,Homa Bay,Kabondo Kasipul,Kabondo East,34.99291,-0.4161,Homa Bay
KOLWENY,Homa Bay,Kabondo Kasipul,Kabondo East,34.91969,-0.41302,Homa Bay
KOMBAKA,Homa Bay,Kasipul,East Kamagak,34.75103,-0.4509,Homa Bay
KOMOLO,Homa Bay,Kabondo Kasipul,Kokwanyo/ Kakelo,34.325468,-0.772038,Homa Bay
KOSELE,Homa Bay,Kasipul,Central Kasipul,34.68897,-0.4301,Homa Bay
KOSELE CHRISTIAN COMMUNITY,Homa Bay,Kasipul,Central Kasipul,34.69611,-0.4469,Homa Bay
KOSIRA,Homa Bay,Kasipul,Central Kasipul,34.73032,-0.45159,Homa Bay
KOTIENDITI,Homa Bay,Kabondo Kasipul,Kabondo West,34.92164,-0.4589,Homa Bay
KOTIENO,Homa Bay,Kasipul,South Kasipul,34.668442,-0.364107,Homa Bay
KOWIDI,Homa Bay,Kabondo Kasipul,Kabondo West,34.86732,-0.42041,Homa Bay
KWOYO,Homa Bay,Kasipul,South Kasipul,34.698437,-0.518609,Homa Bay
LWANDA,Homa Bay,Kabondo Kasipul,Kabondo East,34.50023,-0.43237,Homa Bay
MAGUNGU,Homa Bay,Kasipul,West Kasipul,34.64191,-0.54839,Homa Bay
MANGA,Homa Bay,Kabondo Kasipul,Kokwanyo/ Kakelo,34.616816,-0.491547,Homa Bay
MANGANGA,Homa Bay,Kasipul,Central Kasipul,34.68026,-0.48633,Homa Bay
MASANGA,Homa Bay,Kasipul,East Kamagak,34.76784,-0.46155,Homa Bay
MASOGO,Homa Bay,Kabondo Kasipul,Kabondo West,34.49568,-0.41349,Homa Bay
MAWIRA,Homa Bay,Kasipul,South Kasipul,34.71422,-0.51395,Homa Bay
MIRONDO,Homa Bay,Kasipul,South Kasipul,34.69002,-0.50101,Homa Bay
MITHUI,Homa Bay,Kasipul,South Kasipul,34.74836,-0.52467,Homa Bay
MITITI,Homa Bay,Kasipul,West Kasipul,34.68118,-0.58218,Homa Bay
MUMBO,Homa Bay,Kasipul,West Kasipul,34.63782,-0.49945,Homa Bay
NANDI,Homa Bay,Kasipul,West Kasipul,34.63298,-0.52144,Homa Bay
OYUGIS NEW LIGHT,Homa Bay,Kasipul,West Kamagak,34.72766,-0.50512,Homa Bay
NGULU KANYANGO,Homa Bay,Kasipul,South Kasipul,34.76081,-0.53268,Homa Bay
NYAFARE,Homa Bay,Kasipul,Central Kasipul,34.723,-0.42271,Homa Bay
NYAGOWA,Homa Bay,Kasipul,West Kasipul,34.67647,-0.51976,Homa Bay
NYAHERA,Homa Bay,Kasipul,South Kasipul,34.73851,-0.5468,Homa Bay
NYAKIYA,Homa Bay,Kasipul,West Kasipul,34.250902,-0.585278,Homa Bay
NYALENDA,Homa Bay,Kasipul,Central Kasipul,34.73359,-0.46443,Homa Bay
NYALGOSI,Homa Bay,Kasipul,Central Kasipul,34.68208,-0.45194,Homa Bay
NYALURU,Homa Bay,Kabondo Kasipul,Kojwach,34.85091,-0.48229,Homa Bay
NYAMBARE,Homa Bay,Kasipul,West Kasipul,34.65157,-0.53039,Homa Bay
NYAMWAGA,Homa Bay,Kabondo Kasipul,Kabondo East,34.94421,-0.45328,Homa Bay
NYANDAMA HILL ACA,Homa Bay,Kasipul,East Kamagak,34.76542,-0.52109,Homa Bay
NYANDIWA,Homa Bay,Kasipul,West Kamagak,34.588385,-0.612479,Homa Bay
NYANDOLO,Homa Bay,Kabondo Kasipul,Kabondo East,34.89763,-0.40342,Homa Bay
NYANDUMA,Homa Bay,Kasipul,South Kasipul,34.719859,-0.53893,Homa Bay
NYANGIELA,Homa Bay,Kasipul,West Kasipul,34.70196,-0.54026,Homa Bay
NYANGIELA INTERGRATED,Homa Bay,Kasipul,West Kasipul,34.70547,-0.53735,Homa Bay
NYASORE,Homa Bay,Kabondo Kasipul,Kabondo West,34.88888,-0.48137,Homa Bay
NYATINDO,Homa Bay,Kasipul,East Kamagak,34.77054,-0.49858,Homa Bay
NYATWERE,Homa Bay,Kasipul,Central Kasipul,34.71393,-0.48322,Homa Bay
NYAWANGO,Homa Bay,Kabondo Kasipul,Kokwanyo/ Kakelo,34.75931,-0.40914,Homa Bay
NYIMBI INERGRATED AND SPECIAL UNIT,Homa Bay,Kasipul,West Kasipul,34.66806,-0.52633,Homa Bay
OBER BOYS,Homa Bay,Kabondo Kasipul,Kokwanyo/ Kakelo,34.81381,-0.4853,Homa Bay
OBER MIXED,Homa Bay,Kabondo Kasipul,Kokwanyo/ Kakelo,34.81377,-0.48437,Homa Bay
OBISA,Homa Bay,Kasipul,West Kamagak,34.75484,-0.50771,Homa Bay
OCHUNYNO,Homa Bay,Kasipul,Central Kasipul,34.70129,-0.41713,Homa Bay
ODINO,Homa Bay,Kabondo Kasipul,Kabondo West,34.80932,-0.37832,Homa Bay
OGERA,Homa Bay,Kabondo Kasipul,Kojwach,34.82703,-0.48529,Homa Bay
OGILO,Homa Bay,Kabondo Kasipul,Kokwanyo/ Kakelo,34.7998,-0.40796,Homa Bay
OJWANDO,Homa Bay,Kasipul,East Kamagak,34.76974,-0.51328,Homa Bay
OMBEK,Homa Bay,Kasipul,West Kasipul,34.66281,-0.56363,Homa Bay
OMUGA,Homa Bay,Kabondo Kasipul,Kabondo East,34.61598,-0.38626,Homa Bay
ONDIWA GAMBA,Homa Bay,Kasipul,East Kamagak,34.78591,-0.52495,Homa Bay
ONGORO,Homa Bay,Kabondo Kasipul,Kabondo West,34.519586,-0.494614,Homa Bay
ONGUJO,Homa Bay,Kabondo Kasipul,Kabondo East,34.969684,-0.415009,Homa Bay
OOGO,Homa Bay,Kabondo Kasipul,Kabondo East,34.90304,-0.41425,Homa Bay
OPANGA,Homa Bay,Kabondo Kasipul,Kabondo West,34.27736,-0.77278,Homa Bay
OPONDO,Homa Bay,Kasipul,Central Kasipul,34.72809,-0.47306,Homa Bay
ORERA,Homa Bay,Kabondo Kasipul,Kabondo West,34.876,-0.4247,Homa Bay
ORIANG,Homa Bay,Kabondo Kasipul,Kabondo East,34.92609,-0.4433,Homa Bay
ORINDE,Homa Bay,Kabondo Kasipul,Kojwach,34.79884,-0.51282,Homa Bay
ORIRI,Homa Bay,Kabondo Kasipul,Kokwanyo/ Kakelo,34.627225,-0.416371,Homa Bay
OSURI,Homa Bay,Kabondo Kasipul,Kabondo West,34.86562,-0.4297,Homa Bay
OTEL,Homa Bay,Kabondo Kasipul,Kojwach,34.81923,-0.49835,Homa Bay
OTHORO,Homa Bay,Kabondo Kasipul,Kabondo East,34.9511,-0.4341,Homa Bay
OTHORO JUNIOR,Homa Bay,Kabondo Kasipul,Kabondo East,34.586211,-0.5327,Homa Bay
OTONDO,Homa Bay,Kabondo Kasipul,Kabondo East,34.95532,-0.446,Homa Bay
OWIRO,Homa Bay,Kabondo Kasipul,Kabondo West,34.81506,-0.40982,Homa Bay
OYUGIS ABC ACADEMY,Homa Bay,Kasipul,South Kasipul,34.73674,-0.50882,Homa Bay
OYUGIS HIGHLANDS ACADEMY,Homa Bay,Kasipul,South Kasipul,34.73322,-0.51188,Homa Bay
PALA,Homa Bay,Kabondo Kasipul,Kabondo East,34.98116,-0.42777,Homa Bay
PINELAKE ACADEMY,Homa Bay,Kasipul,West Kasipul,34.69079,-0.59368,Homa Bay
PONGE,Homa Bay,Kabondo Kasipul,Kabondo West,34.89316,-0.41396,Homa Bay
RANYIENYA,Homa Bay,Kasipul,West Kasipul,34.76781,-0.52315,Homa Bay
RINGA,Homa Bay,Kabondo Kasipul,Kojwach,34.85424,-0.46648,Homa Bay
RIWO,Homa Bay,Kabondo Kasipul,Kokwanyo/ Kakelo,34.78233,-0.43013,Homa Bay
SMART KIDS,Homa Bay,Kasipul,West Kasipul,34.68437,-0.51853,Homa Bay
SUNA,Homa Bay,Kabondo Kasipul,Kabondo West,34.82253,-0.41723,Homa Bay
YALA,Homa Bay,Kasipul,South Kasipul,34.62916,-0.36947,Homa Bay
NYABONDO MILIMANI,Homa Bay,Kabondo Kasipul,Kokwanyo/ Kakelo,34.792584,-0.464255,Homa Bay
AGAPE,Homa Bay,Kasipul,Central Kasipul,34.68893,-0.42708,Homa Bay
AYIENGO,Homa Bay,Kabondo Kasipul,Kabondo West,34.87307,-0.44765,Homa Bay
BONGE,Homa Bay,Kasipul,West Kasipul,34.69516,-0.52966,Homa Bay
BRIGHT FUTURE,Homa Bay,Kasipul,South Kasipul,34.73238,-0.51063,Homa Bay
DOL KODERA,Homa Bay,Kasipul,West Kasipul,34.68773,-0.5563,Homa Bay
GOD AGAK,Homa Bay,Kabondo Kasipul,Kojwach,34.851,-0.49808,Homa Bay
GOOD HOPE,Homa Bay,Kabondo Kasipul,Kabondo West,34.85104,-0.41007,Homa Bay
GOT RATENG,Homa Bay,Kabondo Kasipul,Kabondo West,34.882504,-0.441435,Homa Bay
GREEN FIELDS ACA,Homa Bay,Kasipul,South Kasipul,34.7335,-0.51217,Homa Bay
HILLS VIEW,Homa Bay,Kabondo Kasipul,Kabondo East,34.160701,-0.591317,Homa Bay
KATANGA,Homa Bay,Kasipul,West Kasipul,34.65544,-0.58455,Homa Bay
KOGONDA,Homa Bay,Kabondo Kasipul,Kabondo West,34.88045,-0.4102,Homa Bay
NJURA,Homa Bay,Kabondo Kasipul,Kokwanyo/ Kakelo,34.86807,-0.4687,Homa Bay
NYABOLA,Homa Bay,Kasipul,West Kasipul,34.72133,-0.55306,Homa Bay
NYABONDO,Homa Bay,Kabondo Kasipul,Kokwanyo/ Kakelo,34.79151,-0.4618,Homa Bay
NYAKWAKA,Homa Bay,Kabondo Kasipul,Kojwach,34.86217,-0.49224,Homa Bay
NYANGUJU JUNIOR ACA,Homa Bay,Kasipul,South Kasipul,34.73174,-0.51442,Homa Bay
NYARABI,Homa Bay,Kabondo Kasipul,Kabondo West,34.83788,-0.40733,Homa Bay
OGENGA,Homa Bay,Kabondo Kasipul,Kabondo West,34.90813,-0.45496,Homa Bay
OMIRO,Homa Bay,Kabondo Kasipul,Kokwanyo/ Kakelo,34.79453,-0.44623,Homa Bay
ONDIKO,Homa Bay,Kasipul,West Kasipul,34.68446,-0.52656,Homa Bay
ONGORO CHRISTIAN,Homa Bay,Kabondo Kasipul,Kabondo East,34.80048,-0.389,Homa Bay
OTULA,Homa Bay,Kasipul,Central Kasipul,34.73345,-0.42312,Homa Bay
RADIENYA,Homa Bay,Kabondo Kasipul,Kabondo East,34.386904,-0.670341,Homa Bay
RAGAMA BEST HOPE,Homa Bay,Kasipul,South Kasipul,34.738166,-0.507896,Homa Bay
RAGOGO,Homa Bay,Kabondo Kasipul,Kokwanyo/ Kakelo,34.81447,-0.442574,Homa Bay
