name,County,SUB_COUNTY,Ward,long,lat,county
TAMBARAS,Baringo,Eldama Ravine,Lembus,35.57724,0.03102,Baringo
TARIGO,Baringo,Eldama Ravine,Lembus,35.56447,0.05947,Baringo
TINET,Baringo,Eldama Ravine,Lembus,35.58331,0.06988,Baringo
TIRIPKATOI,Baringo,Eldama Ravine,Lembus,35.61798,0.13042,Baringo
TOLMO,Baringo,Eldama Ravine,Lembus/  Perkerra,35.80943,0.12798,Baringo
TONIOK,Baringo,Eldama Ravine,Lembus/  Perkerra,35.77026,0.07267,Baringo
TOROKWONIN,Baringo,Eldama Ravine,Koibatek,35.830142,0.679396,Baringo
TORONGO,Baringo,Eldama Ravine,Lembus,35.60318,0.1255,Baringo
TUGUMOI,Baringo,Eldama Ravine,Lembus,35.6322,0.15959,Baringo
TULWAMOI,Baringo,Eldama Ravine,Mumberes /Maji Mazuri,35.58466,0.01181,Baringo
BETHANY BRIGHT STAR,Baringo,Eldama Ravine,Ravine,35.72249,0.05133,Baringo
BETLA JUNIOR,Baringo,Eldama Ravine,Lembus Kwen,35.65443,0.06009,Baringo
EMMANUEL JUNIOR TIMBOROA,Baringo,Eldama Ravine,Lembus,35.56583,0.00099,Baringo
A.C.K EMMANUEL KABIMOI,Baringo,Eldama Ravine,Koibatek,35.784387,0.027143,Baringo
KABIMOI KABIMOI GREEN VIEW,Baringo,Eldama Ravine,Lembus/  Perkerra,35.784144,0.026211,Baringo
RAVINE GREEN VIEW,Baringo,Eldama Ravine,Ravine,35.72125,0.05563,Baringo
SOMONIIK ACADEMY SCH,Baringo,Eldama Ravine,Lembus/  Perkerra,35.83242,0.11655,Baringo
ST MARY'S PAROCHIAL PRI,Baringo,Eldama Ravine,Koibatek,35.813999,-0.022063,Baringo
GATEWAY JUNIOR ACADEMY,Baringo,Eldama Ravine,Mumberes /Maji Mazuri,35.82983,0.02183,Baringo
ARABAL,Baringo,Baringo South,Mukutani,36.20158,0.4594,Baringo
BARSEMOI,Baringo,Baringo South,Marigat,35.89079,0.5708,Baringo
CHEBINYINY,Baringo,Baringo South,Mochongoi,36.1684,0.42077,Baringo
CHEMORONGION,Baringo,Baringo South,Mukutani,36.16434,0.45726,Baringo
CHEPKOTOYAN,Baringo,Baringo South,Mochongoi,36.07045,0.38019,Baringo
ELDUME,Baringo,Baringo South,Ilchamus,36.01923,0.45646,Baringo
ENDAO,Baringo,Baringo South,Marigat,35.98251,0.53132,Baringo
ILINGARUA,Baringo,Baringo South,Marigat,36.04638,0.47275,Baringo
KABEL,Baringo,Baringo South,Mochongoi,36.22465,0.30845,Baringo
KAILER,Baringo,Baringo South,Ilchamus,36.07103,0.41593,Baringo
KAMAILEL,Baringo,Baringo South,Mochongoi,36.25032,0.24763,Baringo
KAMPI YA SAMAKI,Baringo,Baringo South,Marigat,36.02818,0.62964,Baringo
KAMUNGEI,Baringo,Baringo South,Mochongoi,35.86232,0.48286,Baringo
KAPINDASUM,Baringo,Baringo South,Mukutani,36.18226,0.48371,Baringo
KAPKECHIR,Baringo,Baringo South,Mochongoi,36.23215,0.35738,Baringo
KAPKOIBAI,Baringo,Baringo South,Marigat,35.853624,0.540833,Baringo
KAPKUIKUI,Baringo,Baringo South,Mochongoi,36.04314,0.37347,Baringo
KAPKUN,Baringo,Baringo South,Marigat,35.89396,0.39403,Baringo
KAPRONGUNO,Baringo,Baringo South,Mochongoi,36.072435,0.357966,Baringo
KAPSOI,Baringo,Baringo South,Mukutani,36.01016,0.62011,Baringo
KAPTOMBES,Baringo,Baringo South,Marigat,36.02052,0.41112,Baringo
KARNEE,Baringo,Baringo South,Mochongoi,36.2189,0.32827,Baringo
KASIELA,Baringo,Baringo South,Mochongoi,36.2133,0.42919,Baringo
KEON,Baringo,Baringo South,Mochongoi,36.18022,0.33221,Baringo
KIBINGOR,Baringo,Baringo South,Marigat,35.86508,0.51263,Baringo
KIMALEL,Baringo,Baringo South,Marigat,35.8928,0.46453,Baringo
KIMAO,Baringo,Baringo South,Marigat,35.83087,0.448816,Baringo
KIMOIGUT,Baringo,Baringo South,Mochongoi,35.84486,0.43246,Baringo
KIMOROK,Baringo,Baringo South,Marigat,35.9361,0.47268,Baringo
KOIMUGUL,Baringo,Baringo South,Mochongoi,36.21113,0.27226,Baringo
KOITILION,Baringo,Baringo South,Marigat,35.89233,0.51971,Baringo
KOKWA ISLAND,Baringo,Baringo South,Ilchamus,36.0704,0.606229,Baringo
KONGASIS,Baringo,Baringo South,Mochongoi,36.27079,0.27136,Baringo
KORIEMA,Baringo,Baringo South,Marigat,35.84746,0.45361,Baringo
LABOS,Baringo,Baringo South,Marigat,36.01328,0.48999,Baringo
LEKETETWO,Baringo,Baringo South,Mochongoi,36.24707,0.29394,Baringo
LOBEBER,Baringo,Baringo South,Marigat,35.98759,0.55793,Baringo
LOBOI,Baringo,Baringo South,Mochongoi,36.06035,0.35861,Baringo
LOGUMGUM,Baringo,Baringo South,Mukutani,36.080762,0.448877,Baringo
LOIMINANG,Baringo,Baringo South,Mukutani,36.121277,0.552304,Baringo
LONGEWAN,Baringo,Baringo South,Ilchamus,36.070393,0.467394,Baringo
LOROPIL,Baringo,Baringo South,Ilchamus,36.03608,0.50329,Baringo
LORROK,Baringo,Baringo South,Mukutani,36.102906,0.493223,Baringo
LORUK,Baringo,Baringo South,Marigat,36.0325,0.71401,Baringo
MAOI DAY AND BOARDING,Baringo,Baringo South,Marigat,35.94209,0.3974,Baringo
MARIGAT BOARDING,Baringo,Baringo South,Marigat,35.983274,0.469472,Baringo
MBECHOT,Baringo,Baringo South,Mochongoi,36.095066,0.392501,Baringo
MEISORI,Baringo,Baringo South,Ilchamus,36.002744,0.588035,Baringo
MOCHONGOI,Baringo,Baringo South,Mochongoi,36.19066,0.30914,Baringo
MUKUTANI,Baringo,Baringo South,Mukutani,36.251779,0.633568,Baringo
MUTITU,Baringo,Baringo South,Mochongoi,36.25644,0.28528,Baringo
NGAMBO,Baringo,Baringo South,Ilchamus,36.06054,0.50772,Baringo
NGELECHA,Baringo,Baringo South,Mukutani,36.26804,0.51012,Baringo
NGENYILEL,Baringo,Baringo South,Mochongoi,36.28263,0.254,Baringo
NGOLBELON,Baringo,Baringo South,Marigat,35.84635,0.51895,Baringo
NYIMBEI,Baringo,Baringo South,Mochongoi,36.15648,0.36094,Baringo
PATKAWANIN,Baringo,Baringo South,Marigat,35.84075,0.48519,Baringo
PERKERRA UNION ACADEMY,Baringo,Baringo South,Marigat,36.03031,0.47286,Baringo
RABAI,Baringo,Baringo South,Marigat,35.99,0.46511,Baringo
SABOR,Baringo,Baringo South,Marigat,35.85956,0.4114,Baringo
SALABANI,Baringo,Baringo South,Ilchamus,36.0464,0.55253,Baringo
SAMBAKA,Baringo,Baringo South,Mochongoi,36.15741,0.303598,Baringo
SANDAI,Baringo,Baringo South,Ilchamus,36.0857,0.39597,Baringo
SINONI,Baringo,Baringo South,Mochongoi,36.20532,0.37788,Baringo
SINTAAN,Baringo,Baringo South,Ilchamus,36.05764,0.4874,Baringo
SOKEE,Baringo,Baringo South,Mochongoi,36.20327,0.28826,Baringo
SOKOTEI D&B,Baringo,Baringo South,Mukutani,36.103884,0.534248,Baringo
TUIYOTICH,Baringo,Baringo South,Mochongoi,36.2509,0.34712,Baringo
TULWOBSOO,Baringo,Baringo South,Mochongoi,36.26172,0.26688,Baringo
MARIGAT AGAPE JUNIOR,Baringo,Baringo South,Marigat,35.98191,0.47744,Baringo
SANDAI HILLVIEW,Baringo,Baringo South,Mochongoi,36.086504,0.393241,Baringo
ST FRANCIS CATHOLIC KORIEMA,Baringo,Baringo South,Marigat,35.86166,0.45935,Baringo
TOWN FELLOWSHIP AC,Baringo,Baringo South,Marigat,35.98065,0.47484,Baringo
KENEROI PRIMARY,Baringo,Baringo South,Mochongoi,36.2241,0.25817,Baringo
ROROBAI PRIMARY,Baringo,Baringo South,Marigat,35.86287,0.58269,Baringo
YEMIT PRIMARY,Baringo,Baringo South,Mochongoi,35.470852,0.982724,Baringo
GREEN BELLS-KAMPI YA SAMAKI,Baringo,Baringo South,Ilchamus,36.05908,0.3614,Baringo
ST.PAUL CATHOLIC,Baringo,Baringo South,Marigat,35.98365,0.47162,Baringo
AIC EBENEZER,Baringo,Mogotio,Emining,35.7653,0.55602,Baringo
ARAM,Baringo,Mogotio,Emining,35.83217,0.165538,Baringo
BENONGOI,Baringo,Mogotio,Mogotio,35.764526,0.187753,Baringo
BIKWEN GOBAT,Baringo,Mogotio,Emining,35.60275,0.14585,Baringo
BOROKWO,Baringo,Mogotio,Emining,35.921089,0.190942,Baringo
CHEBEREN,Baringo,Mogotio,Emining,35.835205,0.22903,Baringo
CHEBIREBEI,Baringo,Mogotio,Kisanana,36.136849,0.267298,Baringo
CHEMOGOCH,Baringo,Mogotio,Mogotio,35.938849,0.022104,Baringo
CHEMOINOI,Baringo,Mogotio,Emining,35.936687,0.20502,Baringo
CHEMORGONG,Baringo,Mogotio,Mogotio,35.97266,0.97914,Baringo
CHEMUTUNG,Baringo,Mogotio,Emining,35.978024,0.249054,Baringo
CHEPNYORGIN,Baringo,Mogotio,Emining,35.934616,0.340821,Baringo
CHEPYUAN,Baringo,Mogotio,Kisanana,35.993289,0.159289,Baringo
CHOMIEK,Baringo,Mogotio,Kisanana,36.090565,0.10593,Baringo
EMBOGONG,Baringo,Mogotio,Emining,35.90154,0.205744,Baringo
EMINING DAY AND BOARDING,Baringo,Mogotio,Emining,35.885974,0.139011,Baringo
EMSOS,Baringo,Mogotio,Kisanana,36.098938,0.166734,Baringo
ESAGERI AIC,Baringo,Mogotio,Mogotio,35.723382,0.053966,Baringo
KABERGEI,Baringo,Mogotio,Kisanana,36.137005,0.134599,Baringo
KABOGOR,Baringo,Mogotio,Emining,35.850958,0.191489,Baringo
KABURGEI,Baringo,Mogotio,Emining,35.768907,0.167133,Baringo
KABUSWO,Baringo,Mogotio,Kisanana,36.190908,0.212032,Baringo
KAMAR,Baringo,Mogotio,Emining,36.013141,0.251557,Baringo
KAMASAI,Baringo,Mogotio,Kisanana,36.142106,0.174178,Baringo
KAPCHELUKUNY,Baringo,Mogotio,Emining,35.89967,0.112011,Baringo
KAPKARARAM,Baringo,Mogotio,Mogotio,35.887542,0.065731,Baringo
KAPKEIN,Baringo,Mogotio,Mogotio,35.788847,0.240639,Baringo
KAPKUNDUL,Baringo,Mogotio,Kisanana,36.04934,0.08032,Baringo
KAPLAIMOI,Baringo,Mogotio,Mogotio,35.736774,0.192181,Baringo
KAPLELWO,Baringo,Mogotio,Emining,35.955043,0.382489,Baringo
KAPLOGOS,Baringo,Mogotio,Emining,35.834505,0.252794,Baringo
KAPNGEMUI,Baringo,Mogotio,Emining,35.862245,0.255286,Baringo
KAPNOSGEI,Baringo,Mogotio,Kisanana,36.128887,0.172524,Baringo
KAPSOK,Baringo,Mogotio,Mogotio,35.780444,0.217309,Baringo
KAPYEMIT,Baringo,Mogotio,Mogotio,35.662957,0.535507,Baringo
KELELWA,Baringo,Mogotio,Mogotio,35.909742,-0.024129,Baringo
KIBOTANY,Baringo,Mogotio,Kisanana,36.03166,0.04065,Baringo
KIMNGOROM,Baringo,Mogotio,Mogotio,35.816667,0.166667,Baringo
KIMOSE,Baringo,Mogotio,Emining,35.895662,0.224776,Baringo
KIPCHOBET,Baringo,Mogotio,Emining,35.873398,0.218103,Baringo
KIPKIGEI,Baringo,Mogotio,Mogotio,35.782083,0.195312,Baringo
KIPKITUR,Baringo,Mogotio,Kisanana,36.00143,0.07278,Baringo
KIPNYUNGUNY,Baringo,Mogotio,Kisanana,36.126841,0.097723,Baringo
KIPSOGON,Baringo,Mogotio,Mogotio,35.917258,-0.059978,Baringo
KIPTOIM,Baringo,Mogotio,Mogotio,35.84493,0.04073,Baringo
KIRIBOT,Baringo,Mogotio,Kisanana,36.184547,0.237264,Baringo
KISANANA,Baringo,Mogotio,Kisanana,36.094219,0.018897,Baringo
KISKIS,Baringo,Mogotio,Emining,35.956669,0.22762,Baringo
KOISARAM,Baringo,Mogotio,Kisanana,36.061699,0.001976,Baringo
KOITEBES,Baringo,Mogotio,Emining,35.838341,0.147293,Baringo
KOKWENMOI,Baringo,Mogotio,Kisanana,36.039002,0.124232,Baringo
KURES,Baringo,Mogotio,Mogotio,35.914134,0.094202,Baringo
LEGETETWET,Baringo,Mogotio,Mogotio,35.897977,0.037486,Baringo
LELEN,Baringo,Mogotio,Emining,35.968241,0.351493,Baringo
LOMANIRA,Baringo,Mogotio,Mogotio,35.953816,0.018537,Baringo
LOMBALA,Baringo,Mogotio,Mogotio,35.87835,0.090257,Baringo
LOMBOGISHU,Baringo,Mogotio,Mogotio,35.888363,-0.006124,Baringo
MAGOI,Baringo,Mogotio,Kisanana,36.011883,0.12747,Baringo
MAJIMOTO DAY & BOARDING,Baringo,Mogotio,Kisanana,36.048053,0.262764,Baringo
MATEBEI,Baringo,Mogotio,Mogotio,35.859578,0.124284,Baringo
MOGOTIO,Baringo,Mogotio,Mogotio,35.959683,-0.015074,Baringo
MOLOK,Baringo,Mogotio,Emining,35.963942,0.086013,Baringo
MOLOS,Baringo,Mogotio,Emining,35.999208,0.280084,Baringo
MOLOSIRWE,Baringo,Mogotio,Kisanana,35.960989,0.133442,Baringo
MUGURIN,Baringo,Mogotio,Kisanana,36.03558,0.09843,Baringo
MUGUYUNI,Baringo,Mogotio,Kisanana,35.963942,0.086013,Baringo
MUTARAN,Baringo,Mogotio,Emining,35.939063,0.245196,Baringo
NATO,Baringo,Mogotio,Emining,35.899491,0.176409,Baringo
NGENDALEL,Baringo,Mogotio,Kisanana,36.115292,0.141355,Baringo
NGENTUI,Baringo,Mogotio,Mogotio,35.83193,0.212384,Baringo
NGUBERETI,Baringo,Mogotio,Mogotio,35.906695,0.055993,Baringo
NGUSERO,Baringo,Mogotio,Mogotio,36.166667,0.416667,Baringo
NOIWET DAY & BOARDING,Baringo,Mogotio,Mogotio,35.929138,0.052181,Baringo
NYALILBUCH,Baringo,Mogotio,Kisanana,36.147596,0.224888,Baringo
OINOPSOS,Baringo,Mogotio,Emining,35.82005,0.197255,Baringo
OLDEBES,Baringo,Mogotio,Kisanana,36.07938,0.05603,Baringo
OTERIT,Baringo,Mogotio,Emining,35.933353,0.112396,Baringo
POMBO,Baringo,Mogotio,Kisanana,36.103997,0.070877,Baringo
RADAD,Baringo,Mogotio,Emining,35.923743,0.298462,Baringo
ROSOGA,Baringo,Mogotio,Mogotio,35.858881,0.102915,Baringo
SAGASAGIK,Baringo,Mogotio,Mogotio,35.859,0.08402,Baringo
SIRWA,Baringo,Mogotio,Mogotio,35.775577,0.186878,Baringo
SORE,Baringo,Mogotio,Mogotio,35.752947,0.198752,Baringo
SORTI,Baringo,Mogotio,Emining,35.85996,0.151635,Baringo
SOSION,Baringo,Mogotio,Emining,35.765616,0.405804,Baringo
ST MARY'S,Baringo,Mogotio,Mogotio,35.803773,0.313307,Baringo
TIAN,Baringo,Mogotio,Emining,35.808548,0.25049,Baringo
TINGTINGNYON,Baringo,Mogotio,Kisanana,36.004363,0.223825,Baringo
WASEGES,Baringo,Mogotio,Kisanana,36.169374,0.25974,Baringo
CHEPKOK VISION,Baringo,Mogotio,Kisanana,36.00635,0.05389,Baringo
CRESCENT ACADEMY,Baringo,Mogotio,Mogotio,35.84189,0.0404,Baringo
KIRAM ACADEMY,Baringo,Mogotio,Mogotio,35.956052,-0.025717,Baringo
MOGOTIO LITTLE FRIENDS,Baringo,Mogotio,Mogotio,35.792,0.63,Baringo
OASIS HILSIDE,Baringo,Mogotio,Mogotio,35.857888,0.131635,Baringo
CHEPTUNOYO,Baringo,Tiaty,Silale,36.01592,0.9686,Baringo
CHESIRIMION,Baringo,Tiaty,Loiyamorok,36.02641,0.84107,Baringo
CHURO,Baringo,Tiaty,Churo/Amaya,36.407466,0.776462,Baringo
KACHILITWA,Baringo,Tiaty,Churo/Amaya,36.380932,0.789945,Baringo
KAPTUYA,Baringo,Tiaty,Churo/Amaya,36.359574,0.683062,Baringo
KASILANGWA,Baringo,Tiaty,Churo/Amaya,36.444292,0.809503,Baringo
KATUIT,Baringo,Tiaty,Loiyamorok,36.057286,0.728477,Baringo
KOKWOTOTO,Baringo,Tiaty,Tangulbei/ Korossi,36.302647,0.900813,Baringo
KOMOLION,Baringo,Tiaty,Tangulbei/ Korossi,36.086675,0.689938,Baringo
KOSITEI,Baringo,Tiaty,Ribkwo,35.94925,0.93216,Baringo
NAKOKO,Baringo,Tiaty,Silale,36.04239,1.02819,Baringo
NANGARUA,Baringo,Tiaty,Churo/Amaya,36.365114,0.757537,Baringo
NGINYANG BOARDING,Baringo,Tiaty,Loiyamorok,35.716764,0.61621,Baringo
PLESIAN B,Baringo,Tiaty,Churo/Amaya,36.45188,0.868128,Baringo
RIONGO,Baringo,Tiaty,Silale,36.166685,0.982769,Baringo
TEBELEKWO,Baringo,Tiaty,Churo/Amaya,36.39819,0.724315,Baringo
AISAIK,Bomet,Bomet Central,Singorwet,35.344379,-0.718958,Bomet
BALEK B,Bomet,Bomet Central,Silibwet Township,35.304035,-0.712246,Bomet
BARAKA,Bomet,Bomet Central,Chesoen,35.284814,-0.716053,Bomet
BELGUT,Bomet,Bomet Central,Ndaraweta,35.41535,-0.74847,Bomet
BILELGA,Bomet,Bomet Central,Ndaraweta,35.44409,-0.77068,Bomet
BONYORIOT,Bomet,Bomet Central,Ndaraweta,35.40184,-0.7972,Bomet
BOREIYWEK,Bomet,Bomet East,Kembu,35.419949,-0.837439,Bomet
BUKACHA,Bomet,Bomet East,Merigi,35.40339,-0.74654,Bomet
BUKUNYE,Bomet,Bomet East,Chemaner,35.50619,-0.80478,Bomet
CHAMBORI,Bomet,Bomet East,Chemaner,35.49216,-0.81625,Bomet
CHEBISIAN,Bomet,Bomet East,Merigi,35.40786,-0.78712,Bomet
CHEBOIN,Bomet,Bomet East,Longisa,35.37525,-0.80432,Bomet
CHEBOINGONG,Bomet,Bomet Central,Silibwet Township,35.331369,-0.764061,Bomet
CHEBOROR,Bomet,Bomet East,Kipreres,35.36781,-0.90798,Bomet
CHELEMEI,Bomet,Bomet East,Kipreres,35.35889,-0.90069,Bomet
CHEMATICH,Bomet,Bomet Central,Silibwet Township,35.357928,-0.723405,Bomet
CHEMORUT,Bomet,Bomet East,Merigi,35.444099,-0.76526,Bomet
CHEPKIRIB,Bomet,Bomet East,Longisa,35.370219,-0.865313,Bomet
CHEPKITWAL,Bomet,Bomet East,Kembu,35.41758,-0.79865,Bomet
CHEPKOLON,Bomet,Bomet East,Merigi,35.39094,-0.78559,Bomet
CHEPKONGONY,Bomet,Bomet Central,Silibwet Township,35.370773,-0.731939,Bomet
CHEPKURBET,Bomet,Bomet Central,Silibwet Township,35.313614,-0.709196,Bomet
CHEPTUIYET,Bomet,Bomet Central,Singorwet,35.346393,-0.709157,Bomet
CHESOEN,Bomet,Bomet Central,Chesoen,35.28491,-0.69957,Bomet
CHESWERTA,Bomet,Bomet Central,Ndaraweta,35.38815,-0.674652,Bomet
CHUIYAT,Bomet,Bomet Central,Singorwet,35.388294,-0.704703,Bomet
DR STEURY MEMORIAL,Bomet,Bomet Central,Silibwet Township,35.35845,-0.739528,Bomet
EMITYOT,Bomet,Bomet East,Longisa,35.36644,-0.846226,Bomet
KABUNGUT,Bomet,Bomet Central,Singorwet,35.31738,-0.728134,Bomet
KABUSARE,Bomet,Bomet Central,Ndaraweta,35.351406,-0.679815,Bomet
KAKIMIRAI CENTRAL,Bomet,Bomet East,Chemaner,35.45054,-0.84649,Bomet
KALYET,Bomet,Bomet East,Kipreres,35.42118,-0.91021,Bomet
KAMOBIRIRI,Bomet,Bomet Central,Chesoen,35.338614,-0.691994,Bomet
KAMOGOSO,Bomet,Bomet Central,Chesoen,35.26094,-0.69308,Bomet
KAMOYO,Bomet,Bomet East,Merigi,35.41148,-0.76412,Bomet
KAPCHELUCH,Bomet,Bomet Central,Ndaraweta,35.42297,-0.89199,Bomet
KAPKESIEGO,Bomet,Bomet East,Merigi,35.38883,-0.730655,Bomet
KAPKIGORWET,Bomet,Bomet Central,Ndaraweta,35.4115,-0.707837,Bomet
KAPKIMOLWA,Bomet,Bomet East,Longisa,35.43522,-0.88516,Bomet
KAPLELACH B,Bomet,Bomet East,Merigi,35.43023,-0.771131,Bomet
KAPNARIET,Bomet,Bomet Central,Ndaraweta,35.360165,-0.672893,Bomet
KAPORUSO,Bomet,Bomet East,Kembu,35.4396,-0.81257,Bomet
KAPSIGOWO,Bomet,Bomet Central,Silibwet Township,35.33085,-0.711949,Bomet
KAPSIMBIRI,Bomet,Bomet Central,Silibwet Township,35.365249,-0.775522,Bomet
KAPSIMOTWA,Bomet,Bomet Central,Silibwet Township,35.321374,-0.756331,Bomet
KAPSOIYO CENTRE,Bomet,Bomet Central,Silibwet Township,35.335233,-0.735639,Bomet
KAPTETGOT,Bomet,Bomet Central,Chesoen,35.292758,-0.67308,Bomet
KAPTILOLWO,Bomet,Bomet Central,Ndaraweta,35.194465,-0.689488,Bomet
KAPTORORGO,Bomet,Bomet Central,Ndaraweta,35.365713,-0.700667,Bomet
KECHEIYAT,Bomet,Bomet Central,Silibwet Township,35.3848,-0.75962,Bomet
KELYOT,Bomet,Bomet Central,Silibwet Township,35.354435,-0.762978,Bomet
KEMBU,Bomet,Bomet East,Kembu,35.43156,-0.82707,Bomet
KESEBEK,Bomet,Bomet East,Kembu,35.428612,-0.863191,Bomet
KIBISORONIK,Bomet,Bomet East,Kipreres,35.35851,-0.88608,Bomet
KIBIWOT B,Bomet,Bomet Central,Chesoen,35.46137,-0.81052,Bomet
KIBOCHI,Bomet,Bomet Central,Ndaraweta,35.402952,-0.701839,Bomet
KIMARGIS,Bomet,Bomet Central,Chesoen,35.29163,-0.67869,Bomet
KIMUCHUL,Bomet,Bomet East,Chemaner,35.50788,-0.78936,Bomet
KIPKOLIGO,Bomet,Bomet East,Chemaner,35.47639,-0.8291,Bomet
KIPKURION,Bomet,Bomet East,Kembu,35.45955,-0.77195,Bomet
KIPLABOTWA,Bomet,Bomet East,Kipreres,35.39531,-0.90497,Bomet
KIPLELJI,Bomet,Bomet Central,Chesoen,35.25576,-0.73146,Bomet
KIPLOKYI,Bomet,Bomet Central,Chesoen,35.325334,-0.676735,Bomet
KIPRERES,Bomet,Bomet East,Chemaner,35.35776,-0.92,Bomet
KIPTEWIT,Bomet,Bomet Central,Chesoen,35.28343,-0.67531,Bomet
KIPTOBIT,Bomet,Bomet East,Longisa,35.39386,-0.87722,Bomet
KIPTOGOCH,Bomet,Bomet East,Merigi,35.4441,-0.73921,Bomet
KIPTULWA,Bomet,Bomet East,Kembu,35.17972,-0.76544,Bomet
KIPYOSIT,Bomet,Bomet East,Kembu,35.480196,-0.76379,Bomet
KIRISWO,Bomet,Bomet Central,Singorwet,35.393509,-0.726747,Bomet
KITAIMA,Bomet,Bomet Central,Chesoen,35.327542,-0.689478,Bomet
KITOBEN,Bomet,Bomet Central,Singorwet,35.407549,-0.735316,Bomet
KOIBEIYON,Bomet,Bomet East,Kembu,35.438,-0.85,Bomet
KOISOMOI,Bomet,Bomet East,Merigi,35.373552,-0.767703,Bomet
KOITA,Bomet,Bomet East,Kipreres,35.38594,-0.91804,Bomet
KONGOTIK,Bomet,Bomet East,Kembu,35.39685,-0.8247,Bomet
KORARA,Bomet,Bomet East,Longisa,35.40697,-0.89575,Bomet
KUGUNOI,Bomet,Bomet East,Longisa,35.38619,-0.86838,Bomet
KWENIK AB ILET,Bomet,Bomet Central,Ndaraweta,35.331633,-0.656697,Bomet
LALAKIN,Bomet,Bomet East,Kembu,35.49033,-0.76961,Bomet
LEBEKWET,Bomet,Bomet East,Kembu,35.40233,-0.83574,Bomet
LEKIMBO,Bomet,Bomet East,Longisa,35.37456,-0.83252,Bomet
LELKATET,Bomet,Bomet East,Chemaner,35.52569,-0.79172,Bomet
LONGISA,Bomet,Bomet East,Longisa,35.393998,-0.854742,Bomet
MAASET,Bomet,Bomet Central,Chesoen,35.285235,-0.659616,Bomet
MAGENJI,Bomet,Bomet East,Merigi,35.39759,-0.75686,Bomet
MANGOITA,Bomet,Bomet East,Chemaner,35.5374,-0.78503,Bomet
MASARE,Bomet,Bomet East,Longisa,35.356971,-0.814532,Bomet
MATAIMA,Bomet,Bomet East,Kembu,35.48236,-0.77754,Bomet
MATARMAT,Bomet,Bomet East,Merigi,35.41436,-0.7739,Bomet
MENET,Bomet,Bomet East,Merigi,35.45108,-0.75928,Bomet
MENGIT,Bomet,Bomet East,Kipreres,35.37115,-0.95774,Bomet
MERIGI,Bomet,Bomet East,Merigi,35.39868,-0.76908,Bomet
MOBURO,Bomet,Bomet Central,Silibwet Township,35.380421,-0.768215,Bomet
MOGINDO,Bomet,Bomet Central,Ndaraweta,35.362599,-0.692929,Bomet
MOGITUI,Bomet,Bomet East,Kembu,35.47719,-0.78611,Bomet
MOGOIYWET,Bomet,Bomet Central,Ndaraweta,35.377607,-0.663242,Bomet
MOGOMA,Bomet,Bomet East,Kembu,35.41119,-0.81869,Bomet
MONDOIYWET,Bomet,Bomet Central,Ndaraweta,35.362021,-0.653525,Bomet
MONONWET,Bomet,Bomet Central,Ndaraweta,35.42128,-0.75782,Bomet
MORIT,Bomet,Bomet Central,Chesoen,35.25065,-0.7157,Bomet
MOTOIMET,Bomet,Bomet East,Merigi,35.427759,-0.753014,Bomet
MT SUGUTEK,Bomet,Bomet Central,Ndaraweta,35.343036,-0.683424,Bomet
MUGANGO,Bomet,Bomet Central,Singorwet,35.39411,-0.71238,Bomet
MULOT,Bomet,Bomet East,Kipreres,35.41602,-0.92305,Bomet
MURANY,Bomet,Bomet East,Kembu,35.45257,-0.80328,Bomet
MURWONGOI,Bomet,Bomet East,Kembu,35.40346,-0.80305,Bomet
NDABIBI,Bomet,Bomet East,Kipreres,35.37204,-0.92551,Bomet
NDARAWETA,Bomet,Bomet Central,Ndaraweta,35.380911,-0.684206,Bomet
NDERIAT,Bomet,Bomet East,Longisa,35.421184,-0.864532,Bomet
NDUBAI,Bomet,Bomet East,Kipreres,35.37725,-0.89215,Bomet
NGOMWET,Bomet,Bomet Central,Chesoen,35.29872,-0.69029,Bomet
NJERIAN,Bomet,Bomet Central,Silibwet Township,35.368433,-0.753793,Bomet
NORERA,Bomet,Bomet East,Longisa,35.45327,-0.86823,Bomet
NYABONGO,Bomet,Bomet Central,Singorwet,35.377621,-0.709714,Bomet
NYAURURU,Bomet,Bomet East,Kipreres,35.39223,-0.94647,Bomet
NYONGORES,Bomet,Bomet Central,Ndaraweta,35.410452,-0.692811,Bomet
OLBOBO,Bomet,Bomet Central,Ndaraweta,35.3989,-0.93215,Bomet
OLMOTONYI,Bomet,Bomet Central,Singorwet,35.285438,-0.724639,Bomet
OLNGOSWET,Bomet,Bomet East,Longisa,35.40432,-0.86848,Bomet
SALAIK,Bomet,Bomet Central,Singorwet,35.372342,-0.716795,Bomet
SAOSET,Bomet,Bomet East,Kembu,35.42627,-0.78419,Bomet
SAPARET,Bomet,Bomet East,Merigi,35.45729,-0.75018,Bomet
SEGUTIET,Bomet,Bomet Central,Chesoen,35.26566,-0.68892,Bomet
SEMOI,Bomet,Bomet Central,Singorwet,35.405506,-0.716131,Bomet
SERGUTIET,Bomet,Bomet Central,Chesoen,35.320469,-0.663251,Bomet
SIGOWET,Bomet,Bomet East,Chemaner,35.4602,-0.82606,Bomet
SILIBWET,Bomet,Bomet Central,Silibwet Township,35.344873,-0.726848,Bomet
SIMOTWET,Bomet,Bomet East,Kipreres,35.41578,-0.93646,Bomet
SINENDET,Bomet,Bomet Central,Singorwet,35.380081,-0.717143,Bomet
SINGORWET,Bomet,Bomet Central,Singorwet,35.296789,-0.725956,Bomet
